00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 80 00 80 00 80 00 80 00 80 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 80 00 80 00 80 00 80 00 80 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 10 00 80 00 80 00 10 00 80 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 80 00 80 00 80 00 80 00 80 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 80 00 80 00 80 00 10 00 10 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 80 00 80 00 80 00 80 00 80 00 80 00 80 00 00
00 80 80 80 80 80 80 80 80 80 80 80 80 80 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
